id	k	c	t1	t2	j	p	a	s	z	v	n	m	b	o
2565	8	6			Michal	Černý	29	M	kvalitář	1114	1114	0	Praskačka	1085
2736	8	6			Magdaléna	Hrochová	48	F	OSVČ, kosmetička	1173	1173	0	Hradec Králové	92683
2806	8	6	Ing.		Roman	Pátek	56	M	ekonom, soudní znalec, předseda krajského sdružení strany Svobodní	1227	1227	0	Hradec Králové	92683
2582	8	6			Gustav	Korčkovský	31	M	řidič mezinárodní dopravy	1244	1244	0	Hradec Králové	92683
2763	8	6	Mgr.		Zdeněk	Šolc	46	M	referent odboru správních agend MěÚ Jičín	1245	1245	0	Staré Místo	322
2592	8	6	Ing.	Ph.D.	Stanislav	Klik	46	M	ekonom na Univerzitě Karlově	1327	1	0	Hradec Králové	92683
2681	8	6	Mgr.		Jan	Hoder	37	M	právník se specializací na finanční právo	1350	720	0	Opočno	3094
2966	9	6			Jiří	Malík	49	M	obchodní zástupce, zastupitel obce	5	5	0	Rokytno	896
3106	9	6	Mgr.		Monika	Pelíšková	48	F	zástupkyně ředitele střední školy	7	7	0	Svitavy	16601
3017	9	6			Richard	Nosek	51	M	požární a bezpečnostní technik, energetik	47	47	0	Lanškroun	9800
3037	9	6			Zdeněk	Štefl	60	M	zdravotní laborant	55	55	0	Březová nad Svitavou	1629
3114	9	6			František	Drtílek	72	M	důchodce	83	83	0	Moravská Třebová	9795
3116	9	6	Bc.		Radim	Vaško	25	M	zvukový technik	759	759	0	Chrudim	23140
3061	9	6			Petra	Macková	39	F	vychovatelka	762	762	0	Vendolí	963
3078	9	6	JUDr.		David	Švec	51	M	právník Krajského úřadu Pardubického kraje	768	768	0	Svitavy	16601
3074	9	6			Miloš	Elfmark	68	M	OSVČ, důchodce, člen Aliance Kulatého Stolu, z.s.	1007	1007	0	Moravská Třebová	9795
2877	9	6	Ing.		Milan	Chaloupecký	50	M	obchodní manažer	1114	1114	0	Mikulovice	1270
2958	9	6	MUDr.		Jaromír	Nosek	52	M	lékař	1173	1173	0	Chrudim	23140
2974	9	6	Ing. Mgr.	MBA	Petr	Máca	50	M	jednatel zdravotnického zařízení, předseda Grémia ambulantní radiologie	1227	1227	0	Červená Voda	2990
3120	9	6			Petr	Felkl	53	M	obráběč	1244	1244	0	Chrast	3148
2878	9	6			Vojtěch	Klembara	64	M	důchodce	1245	1245	0	Chvaletice	2934
2848	9	6	Mgr. Bc.	MBA	David	Šimek	44	M	starosta města Svitavy, krajský zastupitel	1327	1	0	Svitavy	16601
2951	9	6	Ing.		Aleš	Nunvář	42	M	místostarosta Chrudimi, projektový manažer, lektor jógy	1350	720	0	Chrudim	23140
3302	10	6			Kristýna	Dobrianská	25	F	studentka práv	5	5	0	Jihlava	51125
3160	10	6	Ing.		Karel	Pačiska	64	M	starosta	7	7	0	Bystřice nad Pernštejnem	7982
3376	10	6	MUDr.		Milan	Sedláček	49	M	zubní lékař	47	47	0	Hrotovice	1773
3403	10	6			Pavel	Štrubl	68	M	důchodce	55	55	0	Opatov	760
3249	10	6	Ing.		Radomil	Matzner	58	M	básník	83	83	0	Brno	382405
3400	10	6			Martin	Klement	50	M	invalidní důchodce, bývalý zastupitel	759	759	0	Velké Meziříčí	11452
3151	10	6			Veronika	Huboňová	44	F	finanční poradce	762	762	0	Česká Bělá	1084
3280	10	6	MUDr.		Zdeněk	Faltus	64	M	lékař	768	768	0	Jihlava	51125
3295	10	6			Dagmar	Pumpová	68	F	prodavačka, důchodkyně	1007	1007	0	Golčův Jeníkov	2706
3398	10	6			Tomáš	Havlík	49	M	směnový mistr, zastupitel města	1114	1114	0	Jihlava	51125
3270	10	6	MUDr.		Jitka	Bejdáková	53	F	lékař, chirurg	1173	1173	0	Chotěboř	9103
3229	10	6	PhDr.		Jiří	Kacetl	45	M	předseda výboru ZM	1190	1190	0	Znojmo	33775
3386	10	6			Josef	Fendrych	50	M	jednatel společnosti působící v oboru elektro	1227	1227	0	Horní Rožínka	75
3379	10	6	Mgr.		Kamila	Krejčová	42	F	právní asistent	1244	1244	0	Vladislav	1165
3342	10	6			Michal	Soukup	42	M	vedoucí týmu v pneuservisu	1245	1245	0	Smrčná	448
3299	10	6	Bc.		Josef	Herbrych	58	M	manažer	1327	1	0	Rokytnice nad Rokytnou	844
3396	10	6			Libor	Kuchyňa	34	M	zakladatel a ředitel sportovní akademie Jihlava, radní statutárního města Jihlava, záchranář	1350	166	0	Jihlava	51125
3731	11	6	Ing.	Ph.D.	Jiří	Schneider	46	M	děkan Fakulty regionálního rozvoje a mezinárodních studií MENDELU	5	5	0	Újezd u Tišnova	138
3636	11	6	Mgr.		Lukáš	Vágner	40	M	ekonom, právník	7	7	0	Rajhrad	3974
3665	11	6	Ing. arch.		Zdeněk	Koudelka	65	M	architekt	47	47	0	Bučovice	6491
3534	11	6	MUDr.		Josef	Hrabovský	66	M	praktický lékař	55	55	0	Pohořelice	5251
3549	11	6			Zdeňka	Tichá	33	F	prodavačka	74	74	0	Pelhřimov	16012
3696	11	6		DiS.	Martina	Dominová	50	F	starostka obce	83	83	0	Pasohlávky	743
3871	11	6			Pavel	Jedovnický	54	M	podnikatel	752	752	0	Brno	382405
3960	11	6			Andréa	Komárková	61	F	invalidní důchodkyně	759	759	0	Brno	382405
3678	11	6			Jiří	Pospíšil	57	M	řidič kamionu	762	762	0	Hrušovany u Brna	3567
3886	11	6	Mgr. Ing.		Lubomír	Wenzl	53	M	ředitel nemocnice	768	768	0	Drnovice	2387
3906	11	6	PharmDr.		Marcela	Koupilová	66	F	důchodkyně	1007	1007	0	Brno	382405
3543	11	6	Bc.	LL.M.	Karel	Kříž	70	M	majitel bezpečnostní agentury, zastupitel města	1114	1114	0	Břeclav	24554
3989	11	6			Lenka	Němcová	50	F	dispečer mezinárodní kamionové dopravy, ochránce zvířat	1173	1173	0	Boskovice	11726
3612	11	6	doc. PhDr.	CSc.	Bohuslav	Klíma	71	M	vysokoškolský pedagog	1190	1190	0	Brno	382405
3841	11	6	Ing.		Jiří	Klein	59	M	reprodukční grafik	1227	1227	0	Brno	382405
3971	11	6			Zdeněk	Duda	73	M	důchodce	1240	1240	0	Ivančice	9854
3982	11	6			Jana	Vašíčková	57	F	podnikatelka	1244	1244	0	Brno	382405
3908	11	6			Pavel	Černý	47	M	OSVČ	1245	1245	0	Loděnice	530
3837	11	6	JUDr.		Pavel	Kašník	57	M	právník, podnikatel	1327	53	0	Hlohovec	1307
3912	11	6			Miroslav	Bárta	48	M	podnikatel	1350	720	0	Brno	382405
4132	12	6	Mgr.		Lukáš	Morávek	46	M	OSVČ, radní města Jeseník	5	5	0	Jeseník	10977
4040	12	6	Mgr.		Adam	Fritscher	45	M	tiskový mluvčí Fakultní nemocnice Olomouc	7	7	0	Olomouc	100514
4220	12	6	RNDr.		Tomáš	Kaláb	51	M	osoba samostatně výdělečně činná, předseda Okresního výboru Českého svazu bojovníků za svobodu a Vlasteneckého sdružení antifašistů	47	47	0	Prostějov	43381
4380	12	6	PaedDr.		Milada	Jančíková	62	F	učitelka, cestovatelka	55	55	0	Olomouc	100514
4086	12	6	Ing.		Bohumil	Macháček	65	M	spisovatel	74	74	0	Jiříkov	295
4261	12	6			Michal	Šmýd	39	M	OSVČ ve stavebnictví	83	83	0	Litovel	9651
4183	12	6			Yveta	Holušová	51	F	vedoucí pobočky	759	759	0	Prostějov	43381
4082	12	6	Mgr.		Lucie	Nováková	39	F	podnikový právník	762	762	0	Olomouc	100514
4041	12	6	MUDr.		Milan	Brázdil	58	M	lékař záchranné služby Olomouckého kraje, poslanec PSP ČR	768	768	0	Olomouc	100514
4140	12	6	Bc.		Kateřina	Bílková	48	F	zdravotně sociální pracovník	1007	1007	0	Mohelnice	9255
4264	12	6	Ing.	LL.M., MBA	Pavel	Dopita	57	M	IT specialista, vysokoškolský učitel	1114	1114	0	Prostějov	43381
4241	12	6	PaedDr.		Hana	Sekaninová	58	F	archivářka	1173	1173	0	Olomouc	100514
4290	12	6	Bc.		Soňa	Bahounková	31	F	arborista, tč. Mateřská dovolená	1190	1190	0	Olomouc	100514
4062	12	6	Mgr.		Jiří	Steiger	52	M	ředitel IT společnosti	1227	1227	0	Olomouc	100514
4176	12	6			Ladislav	Vostárek	61	M	projektant	1244	1244	0	Praha	1335084
4032	12	6	Mgr. Bc.		Dalibor	Macháček	33	M	dozorový pracovník Ministerstva vnitra ČR	1245	1245	0	Šternberk	13388
4266	12	6	PhDr.	Ph.D.	Petr	Sokol	47	M	vysokoškolský učitel, politický geograf	1327	53	0	Prostějov	43381
4235	12	6	Ing. et Ing.		Martin	Šmída	36	M	krajský radní pro oblast životního prostředí a zemědělství, kompostář, muzikant	1350	720	0	Majetín	1203
4640	13	6	Mgr.		Eliška	Dudešková	33	F	vysokoškolská učitelka, lektorka jazyků	5	5	0	Huštěnovice	975
4588	13	6	Mgr.		Milena	Kovaříková	63	F	expert na ochranu přírody a krajiny, zastupitelka města Brumov-Bylnice	7	7	0	Brumov-Bylnice	5545
4542	13	6	Ing.		Pavel	Kroča	62	M	politický pracovník	47	47	0	Uherské Hradiště	25001
4563	13	6			David	Křížan	44	M	pracovník bezpečnostní agentury, principál Historického spolku Kirri	55	55	0	Pňovice	1011
4616	13	6			Radim	Křižka	43	M	zámečník	83	83	0	Uherské Hradiště	25001
4578	13	6			Luděk	Hrabec	48	M	operátor	759	759	0	Osvětimany	886
4564	13	6			Janka	Karásková	66	F	kosmetička	762	762	0	Kroměříž	28360
4398	13	6	Mgr.		Pavel	Bartoň	46	M	místostarosta města Vsetín	768	768	0	Vsetín	25782
4577	13	6			Hana	Bolcková	49	F	obchodní ředitelka	1007	1007	0	Machová	661
4636	13	6			Jindřiška	Janůjová	42	F	administrativní pracovnice	1114	1114	0	Hostětín	220
4446	13	6			Lenka	Malučká	52	F	prodavačka, ochránce zvířat	1173	1173	0	Rožnov pod Radhoštěm	16280
4510	13	6		MBA	Petr	Matoušek	47	M	starosta Stříbrnic	1227	1227	0	Stříbrnice	423
4483	13	6			Martin	Ševčík	46	M	programátor robotiky	1244	1244	0	Valašské Klobouky	4918
4609	13	6			Jan	Janků	27	M	brusič kovů	1245	1245	0	Starý Hrozenkov	873
4663	13	6	Mgr.		Aleš	Dufek	47	M	advokát, náměstek primátora města	1327	1	0	Zlín	74478
4597	13	6	Ing.		Tomáš	Pifka	40	M	místostarosta Vsetína, ekonom	1350	166	0	Vsetín	25782
5204	14	6	Ing.		Jindřich	Víšek	41	M	obchodní ředitel ve strojírenství	5	5	0	Ostrava	284982
5102	14	6	Ing.		Petr	Kajnar	65	M	radní Moravskoslezského kraje	7	7	0	Frýdlant nad Ostravicí	9926
4924	14	6			Martin	Přasličák	41	M	technik	47	47	0	Bruntál	15908
5022	14	6			Vladislav	Pečinka	59	M	nezávislý redaktor novin	55	55	0	Horní Benešov	2238
5213	14	6	Bc.		Miroslava	Hetmánková	67	F	OSVČ - provozovatelka kempu	83	83	0	Široká Niva	534
4987	14	6	Ing.		Jan	Koutný	66	M	podnikatel	752	752	0	Ostrava	284982
4847	14	6	Bc.		Katarína	Žabenská	47	F	mezinárodní sportovní porotce	759	759	0	Rychvald	7572
5220	14	6			Robert	Bittmann	59	M	OSVČ-stavební činnost	762	762	0	Nový Jičín	23151
5059	14	6	PhDr.	Ph.D.	Igor	Hendrych	53	M	1. náměstek primátora statutárního města Opava, vysokoškolský pedagog	768	768	0	Opava	55996
4742	14	6			Aleš	Bystrianský	41	M	referent pro památkovou péči	1007	1007	0	Opava	55996
4953	14	6			Marie	Malcharová	57	F	lektor - instruktor	1114	1114	0	Ostrava	284982
5001	14	6	Ing.		Josef	Petrík	55	M	OSVČ	1173	1173	0	Bruntál	15908
4828	14	6	Bc.		Vítězslav	Stanovský	49	M	IT manažer	1227	1227	0	Krnov	23130
5048	14	6	Mgr.		Libuše	Hermannová	66	F	důchodce	1240	1240	0	Ostrava	284982
5242	14	6	Bc.		Kateřina	Zezulová	31	F	servírka	1244	1244	0	Opava	55996
5188	14	6			Radek	Macháč	50	M	bezpečnostní poradce	1245	1245	0	Frýdlant nad Ostravicí	9926
5000	14	6	Ing.	Ph.D.	Jan	Koloničný	47	M	akademický pracovník, manažer, místostarosta obce Metylovice	1327	721	0	Metylovice	1790
5079	14	6	Bc.		Hana	Brňáková	49	F	ředitelka neziskové organizace, zastupitelka města Opava	1350	720	0	Opava	55996
313	1	7	Mgr.		Anna	Chválová	44	F	koordinátorka integrace cizinců, referentka pro národnostní menšiny, lidskoprávní aktivistka	5	5	0	Praha	1335084
333	1	7	Mgr.		Lukáš	Ulrych	28	M	středoškolský pedagog	7	7	0	Praha	1335084
305	1	7			Roman	Blaško	52	M	redaktor Haló novin, fotograf	47	47	0	Luboměř	385
588	1	7			Luboš Samuel	Erbandorf	37	M	manažer, člen předsednictva Koruny České	55	55	0	Praha	1335084
94	1	7	prof. RNDr.	CSc.	Jiří	Hudeček	67	M	vysokoškolský učitel	74	74	0	Praha	1335084
567	1	7			Věra	Hejtmánková	73	F	redaktorka	83	83	0	Brno	382405
270	1	7			Miroslav	Václavek	56	M	manažer	98	98	0	Šumperk	25452
575	1	7	MVDr.		Ivan	Hlavizna	56	M	veterinární lékař	752	752	0	Praha	1335084
411	1	7	MVDr.		Kateřina	Tandlerová	51	F	veterinářka, majitelka veterinární kliniky	759	759	0	Praha	1335084
6	1	7			Miloš	Sádecký	57	M	manažer v IT	762	762	0	Praha	1335084
558	1	7	Ing. arch.		Martin	Polách	42	M	architekt	768	768	0	Praha	1335084
8	1	7			Lubomír	Zachoval	71	M	starobní důchodce, zakladatel spolku E-koruna z.s.	1007	1007	0	Praha	1335084
4	1	7	Dr.-Ing.		Milan	Urban	61	M	architekt, urbanista	1114	1114	0	Praha	1335084
479	1	7	Ing.	MPA	Vladislav	Gerhard	71	M	OSVČ	1173	1173	0	Praha	1335084
568	1	7			Jiří	Vítek	48	M	hasič, místostarosta MČ Praha 8	1227	1227	0	Praha	1335084
491	1	7	Ing.	CSc.	Zdenek	Zahradník	77	M	důchodce	1240	1240	0	Praha	1335084
444	1	7			Josef	Roušal	44	M	zahradník a majitel Krtkova světa	1244	1244	0	Průhonice	2902
124	1	7	Ing.		Jaromír	Fűle	57	M	řidič	1245	1245	0	Praha	1335084
255	1	7	PhDr.	Ph.D.	Pavel	Žáček	52	M	historik, vysokoškolský pedagog, zakladatel a první ředitel Ústavu pro studium totalitních režimů	1327	53	0	Praha	1335084
315	1	7	doc. JUDr.	CSc.	Vladimír	Balaš	62	M	právník, vysokoškolský učitel	1350	166	0	Praha	1335084
841	2	7			Jana	Vidímová	58	F	podnikatelka v ubytovacích službách, radní	5	5	0	Jesenice	9997
1075	2	7	Mgr.		Luboš	Doleček	49	M	ředitel domova seniorů	7	7	0	Petrovice	1347
1011	2	7	MVDr.		Luboš	Kudrna	60	M	veterinární lékař	47	47	0	Hostivice	8917
838	2	7			Svatopluk	Novotný	45	M	majitel stavební firmy	55	55	0	Poříčany	1569
846	2	7	Ing. arch.		Petr	Šrom	51	M	architekt	759	759	0	Tuchoměřice	1586
965	2	7			Pavel	Tobiáš	52	M	brusič skla	762	762	0	Nymburk	15106
646	2	7			Romana	Fischerová	52	F	místostarostka města Lysá nad Labem, manažerka	768	768	0	Lysá nad Labem	9825
733	2	7			Monika	Jonášová	54	F	manažer obchodu, aktivní v občanské iniciativě Život s činnou kompetencí	1007	1007	0	Horní Bezděkov	708
1026	2	7			Miloslav	Hess	47	M	živnostník	1114	1114	0	Vlašim	11496
970	2	7			Sabina	Friedrichová	41	F	provozní vedoucí kočičího útulku Felix Klecany	1173	1173	0	Klecany	3671
856	2	7	Ing.	Ph.D.	Philip	Prentis	41	M	programátor	1227	1227	0	Veselí nad Lužnicí	6334
1031	2	7	PhDr.		Karel	Valášek	75	M	důchodce	1240	1240	0	Praha	1335084
665	2	7			Květuše	Mentová	48	F	jednatel pivovaru Malý Janek z Jinec	1244	1244	0	Praha	1335084
731	2	7			Vladimír	Havlík	33	M	starosta obce Zaječov	1245	1245	0	Zaječov	1439
942	2	7	Ing.		Petr	Bendl	55	M	poslanec PČR, OSVČ	1327	53	0	Bratronice	936
1036	2	7	Ing.		Věra	Kovářová	57	F	poslankyně, překladatelka, lektorka německého jazyka	1350	166	0	Chýně	4114
1406	3	7	Mgr.		Jiří	Guth Jarkovský	55	M	ekolog, soukromý zemědělec	5	5	0	Borovany	4166
1233	3	7	PaedDr.		Jan	Klimeš	65	M	místostarosta města Prachatice	7	7	0	Prachatice	10706
1327	3	7	Ing.	Ph.D.	Hana	Tůmová	40	F	osoba samostatně výdělečně činná	47	47	0	Osek	135
1389	3	7	Bc.		Markéta	Círusová	48	F	úřednice Okresní správy sociálního zabezpečení Písek	55	55	0	Písek	30379
1309	3	7			Martin	Dohnal	34	M	pracovník archivu	83	83	0	Veselí nad Moravou	10807
1395	3	7			Marcela	Janni	40	F	v domácnosti	759	759	0	Dobrá Voda u Českých Budějovic	2656
1278	3	7			Jiří	Leták	59	M	výpravčí vlaků	762	762	0	Mirovice	1624
1133	3	7	Ing.		Jiří	Svoboda	61	M	primátor statutárního města České Budějovice	768	768	0	České Budějovice	94229
1156	3	7			Bára	Marková	45	F	terapeutka, koučka	1007	1007	0	Vlkov	41
1148	3	7			Josef	Koudelka	71	M	vedoucí v technických službách	1114	1114	0	Tábor	34119
1214	3	7	Mgr.		Eva	Tománková	59	F	učitelka	1173	1173	0	České Budějovice	94229
1400	3	7	Ing.		Ivo	Machálek	56	M	starosta města, ředitel polikliniky	1227	1227	0	Týn nad Vltavou	7887
1155	3	7			Alena	Květoňová	42	F	vedoucí pošty	1244	1244	0	Český Krumlov	12788
1398	3	7	Ing.		Jiří	Michal	59	M	realitní makléř	1245	1245	0	České Budějovice	94229
1422	3	7	Mgr.		Šimon	Heller	33	M	učitel na gymnáziu	1327	1	0	České Budějovice	94229
1160	3	7			Václav	Vostradovský	50	M	starosta obce Kvilda, předseda Klubu vojenské historie Gabreta, z.s.	1350	166	0	Kvilda	143
1615	4	7			Iva	Polášková	65	F	důchodkyně	5	5	0	Bor	4488
1462	4	7			Božena	Vaňková	53	F	ředitelka městského kulturního střediska	7	7	0	Tachov	13072
1676	4	7	Ing.		Ladislava	Kopalová	57	F	vychovatelka	47	47	0	Blovice	4127
1552	4	7			Iveta	Fišerová	46	F	hostinská	55	55	0	Plzeň	175219
1504	4	7			Martin	Šebesta	42	M	zastupitel Plzeňského kraje	759	759	0	Kladruby	1638
1642	4	7			Marie	Strádalová	65	F	prodavačka	762	762	0	Přehýšov	468
1637	4	7	Ing.		Vlastimil	Hebr	31	M	vedoucí údržby	768	768	0	Štěnovice	2204
1725	4	7			Robin	Bukva	40	M	kontrolor 3D měření, aktivní v občanské iniciativě Život s činnou kompetencí	1007	1007	0	Poběžovice	1559
1494	4	7	Ing.		Milan	Obdržálek	55	M	vedoucí výrobního úseku	1114	1114	0	Domažlice	11056
1570	4	7			Natálie	Veliká	45	F	manažerka	1173	1173	0	Starý Plzenec	5171
1568	4	7	Bc.		Marie	Setikovská	44	F	vedoucí kanceláře	1227	1227	0	Plzeň	175219
1522	4	7	Ing.		Josef	Novák	67	M	živnostník	1244	1244	0	Plzeň	175219
1497	4	7	Ing.		František	Maier	62	M	důchodce	1245	1245	0	Klatovy	22140
1707	4	7	Ing. et Ing.		Miloš	Nový	61	M	ekonom, vysokoškolský pedagog, emeritní děkan FEK ZČU	1327	721	0	Plzeň	175219
1717	4	7	Ing.		Jan	Bostl	46	M	starosta Kvíčovic, předseda Krajské sítě Místních akčních skupin pro rozvoj venkova, IT specialista	1350	166	0	Kvíčovice	406
1803	5	7	Mgr.		Martin	Flaška	40	M	učitel	5	5	0	Aš	13105
1876	5	7	Mgr.		Jiří	Hrubý	58	M	právník a tiskový mluvčí	7	7	0	Kynšperk nad Ohří	4739
1857	5	7			Zdeněk	Mareš	63	M	tesař - truhlář	47	47	0	Ostrov	16491
1819	5	7			Martin	Cikán	35	M	památkář, stavební historik	55	55	0	Plzeň	175219
1867	5	7	RSDr.		Jaroslav	Horák	70	M	důchodce	759	759	0	Plesná	1969
1898	5	7	MUDr.		Jan	Kropáček	77	M	lékař, chirurg	768	768	0	Františkovy Lázně	5412
1788	5	7			Ladislav	Koutný	59	M	místostarosta obce	1114	1114	0	Žlutice	2249
1884	5	7			Jana	Labudíková	51	F	invalidní důchodce, ochránce práv zvířat	1173	1173	0	Cheb	31920
1939	5	7			Stanislav	Chudoba	44	M	strojník	1227	1227	0	Hory	338
1861	5	7			Kateřina	Gvardová	50	F	realitní makléř	1244	1244	0	Nová Role	4154
1761	5	7	Mgr. Ing. Bc.	MBA	Tomáš	Prekop	41	M	pedagog	1245	1245	0	Sokolov	22924
1901	5	7	Ing.		Karel	Jakobec	57	M	uvolněný zastupitel Karlovarského kraje	1327	53	0	Sokolov	22924
1847	5	7	Ing.	M.A.	Bohdan	Vaněk	47	M	ekonomický analytik, manažer rozvojových projektů	1350	720	0	Karlovy Vary	48319
2234	6	7	MUDr.		Kateřina	Lacková	51	F	lékařka	5	5	0	Most	65341
2066	6	7	Mgr.		Radek	Scherfer	46	M	statutární zástupce společnosti	7	7	0	Kadaň	18133
2044	6	7			Ondřej	Strnad	22	M	student	47	47	0	Trnovany	429
2282	6	7			Aleš	Beran	43	M	vysokoškolský pedagog	55	55	0	Praha	1335084
2115	6	7			Viktor	Fürst	64	M	technik BOZP	759	759	0	Louny	18156
1980	6	7			Viktor	Táborský	25	M	OSVČ	762	762	0	Ústí nad Labem	91982
2116	6	7	Ing.	Ph.D.	Berenika	Peštová	50	F	náměstkyně ministra	768	768	0	Most	65341
2022	6	7			Lenka	Gýnová	43	F	pohybová terapeutka, aktivní v občanské iniciativě Život s činnou kompetencí	1007	1007	0	Most	65341
2222	6	7	Ing.		Jarmila	Fuchsová	42	F	technik městské policie	1114	1114	0	Most	65341
2028	6	7			Zdeněk	Hlinovský	59	M	OSVČ, trenér volejbalu, předseda sportovního klubu	1173	1173	0	Jirkov	19200
1977	6	7	Ing.		Pavel	Ježek	47	M	obchodní manažer pro prodej zemědělské techniky	1227	1227	0	Postoloprty	4705
2211	6	7	Mgr.	MBA	Tomáš	Týr	37	M	živnostník	1244	1244	0	Chomutov	48349
2270	6	7	Bc.		Jiří	Bureš	53	M	administrativní pracovník	1245	1245	0	Telnice	711
2032	6	7	MUDr.		Petr	Najman	48	M	lékař, primář ORL oddělení nemocnice Most	1327	721	0	Teplice	49705
2221	6	7	Mgr.		Jana	Oubrechtová	58	F	starostka města Trmice, učitelka prvního stupně základní školy	1350	166	0	Trmice	3353
2458	7	7	PhDr.		Miroslav	Hudec	69	M	dětský psycholog a rodinný poradce, publicista, zastupitel České Lípy, předseda regionální pobočky Společnosti pro trvale udržitelný život	5	5	0	Česká Lípa	37361
2381	7	7			Eva	Štěpánková	56	F	zdravotní sestra	7	7	0	Jablonec nad Nisou	45317
2547	7	7			Jiří	Vaszily	30	M	kuchař	47	47	0	Česká Lípa	37361
2549	7	7			Václav	Srb	63	M	podnikatel	55	55	0	Praha	1335084
2497	7	7	Mgr.		Eva	Bartoschová	41	F	učitelka, OSVČ	759	759	0	Liberec	104261
2419	7	7	Mgr.		Květoslava	Hynková	57	F	učitelka ZŠ	762	762	0	Zlatá Olešnice	494
2426	7	7			Marek	Vávra	46	M	podnikatel – zachránce pivovaru ve Frýdlantu, neuvolněný člen rady města Liberec	768	768	0	Liberec	104261
2393	7	7			Jan	Bešík	46	M	podnikatel v oboru přírodního stavitelství, konopných materiálů	1007	1007	0	Svor	646
2537	7	7			Libor	Křenek	54	M	realitní makléř, krajský zastupitel	1114	1114	0	Chlum	250
2358	7	7			Kristýna	Maťátková	21	F	studující VŠ	1173	1173	0	Benešov u Semil	846
2446	7	7	Ing.		Ota	Košek	63	M	daňový specialista, publicista	1227	1227	0	Nový Bor	11582
2556	7	7			Svatava	Rybáček	51	F	umělkyně	1244	1244	0	Jablonec nad Nisou	45317
2459	7	7	Ing.		Jana	Kalinová	52	F	učitelka na SŠ, OSVČ	1245	1245	0	Liberec	104261
2452	7	7	Ing.		Petr	Olyšar	45	M	ředitel vodárenské společnosti	1327	53	0	Liberec	104261
2354	7	7	Ing.		Jarmila	Levko	52	F	ředitelka Divadla F. X. Šaldy, zastupitelka města Liberce	1350	166	0	Liberec	104261
2730	8	7	Mgr.		Petr	Sobotka	47	M	středoškolský učitel, politolog, zastupitel Trutnova	5	5	0	Trutnov	29958
2661	8	7			Milan	Jaroš	54	M	inspektor ČOI	7	7	0	Hradec Králové	92683
2579	8	7	Mgr.		Iva	Řezníčková	47	F	manažerka ve zdravotnictví	47	47	0	Trutnov	29958
2702	8	7			Eva	Hančilová	59	F	referentka	759	759	0	Vrchlabí	12289
2723	8	7			Pavel	Marek	51	M	náměstek primátora pro oblast správy majetku a městských částí města Hradec Králové	768	768	0	Hradec Králové	92683
2701	8	7			Jan	Novák	46	M	zámečník, svářeč, masér	1007	1007	0	Radhošť	168
2722	8	7			Tomáš	Tuček	42	M	automechanik	1114	1114	0	Náchod	19688
2727	8	7	Ing.		Zuzana	Mazánková	35	F	realitní makléř, pasportizace nemovitostí	1173	1173	0	Mladějov	520
2640	8	7	Ing.		Michal	Karlík	56	M	projektant - technika prostředí staveb, sportovec	1227	1227	0	Trutnov	29958
2577	8	7			Robert	Dekov	46	M	automatizační technik	1244	1244	0	Očelice	228
2583	8	7	Ing. Bc.		Zdeněk	Kudrnáč	67	M	podnikatel	1245	1245	0	Brzice	246
2594	8	7	Mgr.		Jana	Drejslová	58	F	místostarostka města Rychnov nad Kněžnou, zastupitelka Královéhradeckého kraje	1327	53	0	Rychnov nad Kněžnou	10899
2694	8	7	Mgr.		Lucie	Potůčková	46	F	starostka městyse Mladé Buky, právnička	1350	166	0	Mladé Buky	2313
2959	9	7			Ivana	Brodská	41	F	projektová manažerka v oboru realizace expozic, operní a koncertní pěvkyně Ivana Milek, pedagožka a organizátorka vzdělávacích akcí	5	5	0	Praha	1335084
2894	9	7	Mgr. Ing.	MBA	Renata	Petružálková	53	F	ředitelka střední školy	7	7	0	Pardubice	91755
2917	9	7	Ing. Bc.	DiS.	Jaromír	Vojtěch	44	M	referent odboru životního prostředí	47	47	0	Dašice	2365
3083	9	7			Tomáš	Křížka	35	M	traťový dispečer	55	55	0	Opatovice nad Labem	2643
3124	9	7			Michal	Mlčoch	41	M	řidič	83	83	0	Litovel	9651
2930	9	7			Šárka	Vágnerová	54	F	zdravotní sestra záchranné služby	759	759	0	Chrudim	23140
2952	9	7			Bohuslav	Harvánek	67	M	vedoucí zásobování	762	762	0	Chrudim	23140
3067	9	7	Ing.		Pavel	Mareš	50	M	zástupce ředitele CLV	768	768	0	Pardubice	91755
3000	9	7	Ing.	Ph.D.	Tomáš	Bartoníček	44	M	IT administrátor	1007	1007	0	Dolní Roveň	2076
2961	9	7			Eduard	Kraus	59	M	živnostník	1114	1114	0	Pardubice	91755
3093	9	7			Stanislava	Slavíková	46	F	živnostník	1173	1173	0	Sobětuchy	992
2996	9	7			Radek	Valenta	47	M	starosta obce Trnávka	1227	1227	0	Trnávka	219
3092	9	7	Ing.		Ivan	Šrámek	53	M	OSVČ	1244	1244	0	Sluhy	704
3085	9	7	Mgr.		Václav	Fikar	54	M	učitel	1245	1245	0	Opatov	1190
2874	9	7	Ing.		Michal	Pilař	35	M	podnikatel, projektový manažer	1327	721	0	Ronov nad Doubravou	1699
3088	9	7			David	Šimek	42	M	starosta Příluky, dobrovolný hasič	1350	166	0	Příluka	169
3303	10	7	RNDr.		Iva	Suchá	61	F	lektorka ekologické výchovy	5	5	0	Okříšky	2053
3271	10	7	MUDr.	MBA, MHA	Lukáš	Kettner	48	M	lékař	7	7	0	Jihlava	51125
